trial_idx,source_vendor,source_model,source_condition,source_repeat_idx,source_label,source_quote,source_quote_sha1,source_quote_valid,ground_truth,judge_vendor,judge_model,raw_output,verdict,format_valid,supports_label
112,openai,gpt-5.2-2025-12-11,evidence_required,3,BOTH,"""with histologically confirmed locally advanced unresectable (M0) or metastatic (M1) adenocarcinoma of the stomach or gastro-oesophageal junction.""",b6b33fbea15254056651dbe04f18605c3038f275,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
113,openai,gpt-5.2-2025-12-11,evidence_required,2,NEITHER,"""386 participants who had had at least two nonmelanoma skin cancers in the previous 5 years""",b71ecc1d16307f4ff61eb107be177c20037a4c25,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
113,openai,gpt-5.2-2025-12-11,evidence_required,3,NEITHER,"""386 participants who had had at least two nonmelanoma skin cancers in the previous 5 years""",b71ecc1d16307f4ff61eb107be177c20037a4c25,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
114,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""patients with squamous-cell carcinoma of the head and neck who have advanced nodal disease (stage N2 or N3) and who have received chemoradiotherapy for primary treatment""",96d6cc4a08801a90159b5e658c102adb5e7835c9,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
114,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""patients with squamous-cell carcinoma of the head and neck who have advanced nodal disease (stage N2 or N3) and who have received chemoradiotherapy for primary treatment""",96d6cc4a08801a90159b5e658c102adb5e7835c9,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
115,openai,gpt-5.2-2025-12-11,evidence_required,2,BOTH,"""patients with unresectable stage IIIC or IV melanoma""",11e9fadb85f681011f47d41123159358b2f90f2e,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
115,openai,gpt-5.2-2025-12-11,evidence_required,3,BOTH,"""we randomly assigned patients with unresectable stage IIIC or IV melanoma""",8ac745e2e3d1ff6895195e2efee2f8b719930830,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
116,openai,gpt-5.2-2025-12-11,evidence_required,2,BOTH,"""Patients with advanced, unresectable, American Joint Committee on Cancer stage IIIC or stage IV NRAS-mutant melanoma""",79688df7aa50c025910aa3d2513317840804f731,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
116,openai,gpt-5.2-2025-12-11,evidence_required,3,BOTH,"""Patients with advanced, unresectable, American Joint Committee on Cancer stage IIIC or stage IV NRAS-mutant melanoma""",79688df7aa50c025910aa3d2513317840804f731,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
117,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""We compared letrozole with tamoxifen as adjuvant treatment for steroid-hormone-receptor-positive breast cancer in postmenopausal women.""",3a8c2754f3b5ccf378f544a227beb00f99c88c68,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
117,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""We compared letrozole with tamoxifen as adjuvant treatment for steroid-hormone-receptor-positive breast cancer in postmenopausal women.""",3a8c2754f3b5ccf378f544a227beb00f99c88c68,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
118,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""Eligible patients were aged 18-75 years with locoregionally advanced, squamous cell carcinoma of the head and neck (characterised as non-metastatic, measurable stage III, IVa, or IVb [limited to T ≥2, N0-3, and M0] disease)""",57880f1da72449c8aac9386dacfdba30d8619b10,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
118,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""locoregionally advanced, squamous cell carcinoma of the head and neck (characterised as non-metastatic, measurable stage III, IVa, or IVb [limited to T ≥2, N0-3, and M0] disease)""",caaf6fda6d566b2b781edeea2c54d96dd2e78659,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
119,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""patients with palpable T1-T2 invasive breast cancer were recruited""",311094d80875682ad3b9a873613b0d56bce94208,True,LOCALIZED,gemini,gemini-3-flash-preview,2 indicates the primary tumor size. If the study were for,INVALID,False,
119,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""patients with palpable T1-T2 invasive breast cancer""",798e1eb45dec97bef742ad0128671785a60c2856,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
120,openai,gpt-5.2-2025-12-11,evidence_required,2,BOTH,"""with previously untreated, histologically documented, locally advanced or metastatic triple-negative breast cancer""",f90c6498c663cd41f570061741fcfc0aa989693f,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
120,openai,gpt-5.2-2025-12-11,evidence_required,3,BOTH,"""patients aged 18 years or older, with previously untreated, histologically documented, locally advanced or metastatic triple-negative breast cancer""",10a8723a2bc47bb9c825741765682babdd541ce9,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
122,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""patients with FIGO (International Federation of Gynecology and Obstetrics) stage IB to IIA cervical cancer with adverse pathological factors were randomized""",b80a615ca2d43e6e4e50908741fd05deb0cb2e8c,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
122,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""patients with FIGO (International Federation of Gynecology and Obstetrics) stage IB to IIA cervical cancer with adverse pathological factors were randomized 1:1:1 to receive adjuvant RT, CCRT, or SCRT.""",734dfc66f1a369321dfd350d3c09b5795b01455e,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
123,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""Eligible patients were aged 18 years or older with untreated, locally advanced, resectable gastric or gastro-oesophageal adenocarcinoma""",f4800827bd42e0a3e5e59ad63c6149db83c954a0,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
123,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""Eligible patients were aged 18 years or older with untreated, locally advanced, resectable gastric or gastro-oesophageal adenocarcinoma""",f4800827bd42e0a3e5e59ad63c6149db83c954a0,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
124,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""Adults (aged ≥18 years) with locally advanced soft-tissue sarcoma of the extremity or trunk wall""",af4b8599baca419dc0def290cb5edb0da963922f,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
124,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""Adults (aged ≥18 years) with locally advanced soft-tissue sarcoma of the extremity or trunk wall, of any histological grade, and requiring preoperative radiotherapy were included.""",4243d0159b95e7d66eb9410fc86a4c85f5bc2ab0,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
126,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""Eligible adult participants (aged ≥18 years) had primary stage IVB or recurrent or persistent carcinoma of the cervix with measurable disease""",456d88c271f3025523520b59eca94989f3b9a335,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
126,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""Eligible adult participants (aged ≥18 years) had primary stage IVB or recurrent or persistent carcinoma of the cervix with measurable disease""",456d88c271f3025523520b59eca94989f3b9a335,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
127,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""patients aged 18 to 70 years with resectable stage IIIA or IIIB (T3N2) NSCLC""",d330098c362527c8c0fc9f25c22d5618dc2226da,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
127,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""patients aged 18 to 70 years with resectable stage IIIA or IIIB (T3N2) NSCLC were enrolled""",d91146e6bb9b20c83651761dc559f57c95629cdb,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
128,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""had T1-4, N0-3, M0 oropharyngeal or hypopharyngeal cancer""",9b4f77e8b257977fef01387baf76bcd45a32f29d,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
128,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""had T1-4, N0-3, M0 oropharyngeal or hypopharyngeal cancer""",9b4f77e8b257977fef01387baf76bcd45a32f29d,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
129,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""Eligible patients were aged 18-80 years with stage IV melanoma with no evidence of disease after surgery or radiotherapy.""",3b71a1b34b555bf7d4db68e8efd75bd37b77fb24,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
129,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""Eligible patients were aged 18-80 years with stage IV melanoma with no evidence of disease after surgery or radiotherapy.""",3b71a1b34b555bf7d4db68e8efd75bd37b77fb24,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
130,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""patients with stage III ovarian carcinoma or primary peritoneal carcinoma with no residual mass greater than 1.0 cm""",4b19644d2fc3138efbdaf7cf5376c61135fdd12f,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
130,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""patients with stage III ovarian carcinoma or primary peritoneal carcinoma with no residual mass greater than 1.0 cm""",4b19644d2fc3138efbdaf7cf5376c61135fdd12f,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
131,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,Eligibility criteria included ERBB2-negative metastatic breast cancer,b7095452191b73c0bf384af62dfbd1c39d7a3c31,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
131,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,Eligibility criteria included ERBB2-negative metastatic breast cancer,b7095452191b73c0bf384af62dfbd1c39d7a3c31,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
132,openai,gpt-5.2-2025-12-11,evidence_required,2,NEITHER,"""trial involving patients with active rheumatoid arthritis despite methotrexate treatment who were 50 years of age or older and had at least one additional cardiovascular risk factor.""",2682199328c3da0ac39fc56e8fe0be6412ea95ef,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
132,openai,gpt-5.2-2025-12-11,evidence_required,3,NEITHER,"""We conducted a randomized, open-label, noninferiority, postauthorization, safety end-point trial involving patients with active rheumatoid arthritis despite methotrexate treatment""",b5d568091752b3bcdeecd8ff51fb0faf12292c52,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
133,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""Eligible patients were aged 18-80 years with stage IV melanoma with no evidence of disease after surgery or radiotherapy.""",3b71a1b34b555bf7d4db68e8efd75bd37b77fb24,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
133,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""Eligible patients were aged 18-80 years with stage IV melanoma with no evidence of disease after surgery or radiotherapy.""",3b71a1b34b555bf7d4db68e8efd75bd37b77fb24,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
134,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""patients with untreated stage IV or recurrent NSCLC""",33efff137a6cd58155eb0d0d06ddeaa6a6b5bbdc,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
134,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""patients with untreated stage IV or recurrent NSCLC""",33efff137a6cd58155eb0d0d06ddeaa6a6b5bbdc,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
136,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""All patients starting adjuvant or neoadjuvant chemotherapy for early stage breast cancer""",1f3739a104351deb9cde24ec13e40cdeba09639f,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
136,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""All patients starting adjuvant or neoadjuvant chemotherapy for early stage breast cancer""",1f3739a104351deb9cde24ec13e40cdeba09639f,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
138,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""patients with histologically or cytologically confirmed advanced or metastatic adenocarcinoma of the colon or rectum""",3e7c76a8a46d7d086f63cb923024fab09297eec3,False,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
138,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""with histologically or cytologically confirmed advanced or metastatic adenocarcinoma of the colon or rectum""",660fbabf16f117bc0651ea2929bfae53d1dce371,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
139,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""patients with curable stage T2b, T3, or T4 gastric cancer""",f0b36688c886d85ee84962717b18556b112942e3,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
139,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""523 patients with curable stage T2b, T3, or T4 gastric cancer""",9fe65f075474b6531137c7c7d507c352f5b9a52a,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
140,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""prolongs overall survival among patients with metastatic castration-resistant prostate cancer who have received chemotherapy""",1105b7cb6258bef7c64f643a10414adc15c1e2c9,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
140,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""prolongs overall survival among patients with metastatic castration-resistant prostate cancer who have received chemotherapy.""",9f49cb21a38ac744574562f94df408518e7822eb,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
141,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"Eligible patients (n = 686) had metastatic cancer with spinal cord or cauda equina compression, life expectancy greater than 8 weeks, and no previous radiotherapy to the same area.",705c3aed868ba525fe510bf294707e35c3b98be4,True,METASTATIC,gemini,gemini-3-flash-preview,"thought
*   Label: METASTATIC (Only patients with distant metastatic disease are eligible).
    *   Quote: ""Eligible patients (n = 686) had metastatic cancer with spinal cord or cauda equina compression, life expectancy greater than 8 weeks, and no previous radiotherapy to the same area.""
    *   Analysis: The quote explicitly states ""Eligible patients... had metastatic cancer"". It does not mention patients with localized disease being eligible.
    *   Conclusion: The quote supports the label METASTATIC.

    VERDICT: SUPPORTEDVERDICT: SUPPORTED",INVALID,False,
141,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"Eligible patients (n = 686) had metastatic cancer with spinal cord or cauda equina compression, life expectancy greater than 8 weeks, and no previous radiotherapy to the same area.",705c3aed868ba525fe510bf294707e35c3b98be4,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
142,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""enrolled 329 women with ERBB2-positive early (T2-3, N0-1, M0) or locally advanced breast cancer (T2-3, N2 or N3, M0; T4, any N, M0)""",57432a17cb7aa7053bce98336d373103324c88a2,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
142,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""enrolled 329 women with ERBB2-positive early (T2-3, N0-1, M0) or locally advanced breast cancer (T2-3, N2 or N3, M0; T4, any N, M0)""",57432a17cb7aa7053bce98336d373103324c88a2,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
143,openai,gpt-5.2-2025-12-11,evidence_required,2,NEITHER,"""Patients with histologically confirmed AIN were randomly assigned to receive either 16 weeks of imiquimod (three times a week), 16 weeks of topical fluorouracil (twice a week), or monthly electrocautery for 4 months.""",3644f7e378d6917fcef3310ada90d9c1e849df3c,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
143,openai,gpt-5.2-2025-12-11,evidence_required,3,NEITHER,"""Patients with histologically confirmed AIN were randomly assigned to receive either 16 weeks of imiquimod (three times a week), 16 weeks of topical fluorouracil (twice a week), or monthly electrocautery for 4 months.""",3644f7e378d6917fcef3310ada90d9c1e849df3c,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
144,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""we randomly assigned patients with spinal cord compression caused by metastatic cancer""",d933ed9e6709b3f5a2a7a261a9b531930b09239f,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
144,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""we randomly assigned patients with spinal cord compression caused by metastatic cancer""",d933ed9e6709b3f5a2a7a261a9b531930b09239f,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
145,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""histologically confirmed node-positive or high-risk node-negative operable breast cancer, had undergone complete excision, and were due to receive adjuvant chemotherapy""",c16f8ca3f52c3e17d98b2dc99ec9c1c0f86d16d7,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
145,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""histologically confirmed node-positive or high-risk node-negative operable breast cancer, had undergone complete excision, and were due to receive adjuvant chemotherapy""",c16f8ca3f52c3e17d98b2dc99ec9c1c0f86d16d7,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
146,openai,gpt-5.2-2025-12-11,evidence_required,2,NEITHER,"""in the primary prevention of cardiovascular disease and cancer among men 50 years of age or older and women 55 years of age or older in the United States.""",2de6fa28760472b06638f1df555b31547cda6827,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
146,openai,gpt-5.2-2025-12-11,evidence_required,3,NEITHER,"""in the primary prevention of cardiovascular disease and cancer among men 50 years of age or older and women 55 years of age or older in the United States.""",2de6fa28760472b06638f1df555b31547cda6827,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
147,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""early and locally advanced human epidermal growth factor receptor 2 (ERBB2/HER2)-negative breast cancer""",fa1bb5d29986a28699551aa5d0ae119e6d357b3a,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
147,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""early and locally advanced human epidermal growth factor receptor 2 (ERBB2/HER2)-negative breast cancer""",fa1bb5d29986a28699551aa5d0ae119e6d357b3a,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
148,openai,gpt-5.2-2025-12-11,evidence_required,2,BOTH,"""Patients had received one to two previous cytotoxic chemotherapy regimens (one or more platinum based combination therapies) for stage IIIB or IV non-small-cell lung cancer.""",c390a3924587575a18fc4500a3e002711ed3b588,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
148,openai,gpt-5.2-2025-12-11,evidence_required,3,BOTH,"""Patients had received one to two previous cytotoxic chemotherapy regimens (one or more platinum based combination therapies) for stage IIIB or IV non-small-cell lung cancer.""",c390a3924587575a18fc4500a3e002711ed3b588,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
149,openai,gpt-5.2-2025-12-11,evidence_required,2,NEITHER,"""Desmoid tumors are rare, locally aggressive, highly recurrent soft-tissue tumors without approved treatments.""",f21d9dcba719e4c7d4b7b11a24127ab157ce6c96,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
149,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""Desmoid tumors are rare, locally aggressive, highly recurrent soft-tissue tumors without approved treatments.""",f21d9dcba719e4c7d4b7b11a24127ab157ce6c96,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
150,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""we enrolled patients with a histologically proven superficial basal-cell carcinoma""",9751294cd75e0aee278069973f0a2c09bfbe3271,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
151,openai,gpt-5.2-2025-12-11,evidence_required,2,NEITHER,"""Patients aged 18 years or older, diagnosed with unprovoked venous thromboembolism (not provoked by a major inherited or acquired risk factor) were invited to participate.""",517d694e1af036d28860bf23f2b13b022b9d374d,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
151,openai,gpt-5.2-2025-12-11,evidence_required,3,NEITHER,"""Patients aged 18 years or older, diagnosed with unprovoked venous thromboembolism (not provoked by a major inherited or acquired risk factor) were invited to participate.""",517d694e1af036d28860bf23f2b13b022b9d374d,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
152,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""We included chemotherapy-naive men (aged ≥18 years) with mCRPC""",6a69fccdc6d285db6f76d7fe85ca6e9ce2a50b95,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
152,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""We included chemotherapy-naive men (aged ≥18 years) with mCRPC""",6a69fccdc6d285db6f76d7fe85ca6e9ce2a50b95,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
153,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""patients with stage 0, I, and IIA breast cancer who underwent breast-conserving treatment""",8089587e09d6b5b20f8e34a02dc3430bea3ee904,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
153,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""patients with stage 0, I, and IIA breast cancer who underwent breast-conserving treatment""",8089587e09d6b5b20f8e34a02dc3430bea3ee904,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
154,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""women with HER2-positive breast cancer with progressive brain metastases during or after treatment with trastuzumab, lapatinib, or both, were eligible.""",02a98f806a0f5e1f0f5eaa27d696d2d9b69282fe,False,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
154,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""women with HER2-positive breast cancer with progressive brain metastases""",027def017940daf376745d22ea8451fbe5d502ae,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
155,openai,gpt-5.2-2025-12-11,evidence_required,2,BOTH,"""we enrolled patients who had locally advanced or metastatic non-small-cell lung cancer""",e3a7b0ad7b355e68aa420df618198a97d0f53237,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
155,openai,gpt-5.2-2025-12-11,evidence_required,3,BOTH,"""we enrolled patients who had locally advanced or metastatic non-small-cell lung cancer""",e3a7b0ad7b355e68aa420df618198a97d0f53237,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
156,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""patients aged 18 years or older with clinical stage I endometrial or cervical cancer undergoing curative surgery""",e363714a711912055cf2c55ea3be914025589a34,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
156,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""patients aged 18 years or older with clinical stage I endometrial or cervical cancer undergoing curative surgery""",e363714a711912055cf2c55ea3be914025589a34,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
157,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""we enrolled patients with prostate cancer who had high-risk biochemical recurrence""",a4e03d4a21c3558ce3903ac5f4cb5142851e0d70,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
157,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""we enrolled patients with prostate cancer who had high-risk biochemical recurrence""",a4e03d4a21c3558ce3903ac5f4cb5142851e0d70,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
158,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,1861 patients with resectable rectal cancer without evidence of distant disease were randomly assigned to TME preceded by 5 × 5 Gy radiotherapy or TME alone (ratio 1:1).,c101f9b89e3da615992555b66701392feaba40da,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
158,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,1861 patients with resectable rectal cancer without evidence of distant disease were randomly assigned,b1e8cfa2035861a4dc733a3dad9c409685d90f37,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
159,openai,gpt-5.2-2025-12-11,evidence_required,2,BOTH,"""radiation therapy to the primary tumour site plus meta-iodobenzylguanidine avid metastases present before myeloablative therapy""",e9855d32d7ae7db785abe78e7ff0610f27348f3b,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
